id,date,unit_measurement,quantity,price_per_unit,total_income,id_crop
806,2020-11-29,300,38,1400,53200,
807,2020-08-31,200,46,1200,55200,
808,2020-12-20,200,55,1200,66000,
809,2020-09-08,200,39,1200,46800,
810,2020-12-01,200,29,1200,34800,
811,2020-09-17,200,53,1200,63600,
812,2020-10-04,200,48,1200,57600,
813,2020-07-30,200,33,1200,39600,
814,2020-12-03,200,56,1200,67200,
815,2020-08-18,300,26,1400,36400,
816,2020-08-23,300,58,1400,81200,
817,2020-08-15,200,42,1200,50400,
818,2020-10-16,300,47,1400,65800,
819,2020-11-05,200,40,1200,48000,
820,2020-07-05,200,48,1200,57600,
821,2021-02-22,300,38,1400,53200,
822,2020-12-27,300,49,1400,68600,
823,2021-04-07,200,34,1200,40800,
824,2020-08-17,300,35,1400,49000,
825,2020-08-24,300,58,1400,81200,
826,2021-01-09,200,30,1200,36000,
827,2020-10-10,300,44,1400,61600,
828,2021-01-15,300,38,1400,53200,
829,2021-04-12,200,37,1200,44400,
830,2020-10-09,300,29,1400,40600,
831,2020-07-01,300,31,1400,43400,
832,2021-03-31,200,44,1200,52800,
833,2020-10-25,200,36,1200,43200,
834,2020-11-27,200,29,1200,34800,
835,2020-07-03,200,24,1200,28800,
836,2020-09-18,300,29,1400,40600,
837,2021-02-16,300,58,1400,81200,
838,2020-10-22,300,34,1400,47600,
839,2020-06-26,300,55,1400,77000,
840,2021-02-05,200,28,1200,33600,
841,2020-12-17,200,31,1200,37200,
842,2021-01-19,200,27,1200,32400,
843,2020-12-05,200,48,1200,57600,
844,2020-11-30,200,25,1200,30000,
845,2020-08-11,300,27,1400,37800,
846,2020-09-03,300,59,1400,82600,
847,2020-08-20,200,53,1200,63600,
848,2020-08-24,200,43,1200,51600,
849,2020-12-15,200,44,1200,52800,
850,2020-11-28,300,49,1400,68600,
851,2021-02-19,200,23,1200,27600,
852,2021-01-12,200,43,1200,51600,
853,2020-07-16,200,46,1200,55200,
854,2021-02-08,300,38,1400,53200,
855,2020-09-03,200,58,1200,69600,
856,2020-09-24,200,53,1200,63600,
857,2021-02-09,200,25,1200,30000,
858,2020-07-24,200,21,1200,25200,
859,2021-02-11,200,22,1200,26400,
860,2020-07-09,300,21,1400,29400,
861,2021-04-05,200,38,1200,45600,
862,2021-04-03,300,34,1400,47600,
863,2021-01-19,300,32,1400,44800,
864,2020-11-25,200,41,1200,49200,
865,2020-06-29,200,36,1200,43200,
866,2021-03-27,300,39,1400,54600,
867,2021-03-10,300,59,1400,82600,
868,2020-09-02,300,50,1400,70000,
869,2020-08-31,200,40,1200,48000,
870,2020-06-29,300,33,1400,46200,
871,2020-10-01,200,57,1200,68400,
872,2021-01-15,200,57,1200,68400,
873,2020-09-08,200,27,1200,32400,
874,2021-01-03,300,56,1400,78400,
875,2020-07-25,200,52,1200,62400,
876,2021-04-11,300,22,1400,30800,
877,2021-03-24,300,34,1400,47600,
878,2021-02-11,300,29,1400,40600,
879,2021-03-21,200,54,1200,64800,
880,2021-03-20,300,26,1400,36400,
881,2021-02-05,200,40,1200,48000,
882,2021-02-11,200,52,1200,62400,
883,2021-03-13,300,22,1400,30800,
884,2020-11-22,300,23,1400,32200,
885,2020-09-02,300,42,1400,58800,
886,2021-02-23,300,34,1400,47600,
887,2020-10-31,300,25,1400,35000,
888,2021-02-27,300,28,1400,39200,
889,2020-10-03,200,49,1200,58800,
890,2021-02-16,200,20,1200,24000,
891,2021-03-28,200,29,1200,34800,
892,2020-10-14,200,37,1200,44400,
893,2021-03-13,200,55,1200,66000,
894,2020-12-03,200,28,1200,33600,
895,2020-08-10,200,53,1200,63600,
896,2020-07-14,200,26,1200,31200,
897,2020-11-16,300,59,1400,82600,
898,2020-12-15,300,36,1400,50400,
899,2021-02-15,200,45,1200,54000,
900,2021-02-12,200,25,1200,30000,
901,2020-12-16,300,42,1400,58800,
902,2020-09-25,300,42,1400,58800,
903,2020-08-24,300,53,1400,74200,
904,2021-01-11,300,32,1400,44800,
905,2020-11-05,200,55,1200,66000,
906,2020-10-01,300,57,1400,79800,
907,2020-12-16,300,29,1400,40600,
908,2020-07-05,300,58,1400,81200,
909,2020-09-21,300,33,1400,46200,
910,2020-11-01,300,59,1400,82600,
911,2021-04-03,300,37,1400,51800,
912,2020-07-04,300,28,1400,39200,
913,2021-04-08,200,20,1200,24000,
914,2021-02-11,300,29,1400,40600,
915,2020-12-27,200,34,1200,40800,
916,2020-09-29,200,25,1200,30000,
917,2021-01-12,300,56,1400,78400,
918,2020-09-25,300,52,1400,72800,
919,2020-11-06,300,24,1400,33600,
920,2020-07-18,300,33,1400,46200,
921,2020-10-22,300,57,1400,79800,
922,2021-01-27,200,25,1200,30000,
923,2021-01-20,300,21,1400,29400,
924,2021-03-17,300,45,1400,63000,
925,2021-02-27,300,30,1400,42000,
926,2021-01-10,200,27,1200,32400,
927,2020-11-11,200,47,1200,56400,
928,2021-02-20,300,24,1400,33600,
929,2021-02-14,300,51,1400,71400,
930,2020-08-08,200,33,1200,39600,
931,2021-04-16,200,27,1200,32400,
932,2020-11-17,300,35,1400,49000,
933,2020-12-26,200,30,1200,36000,
934,2021-02-15,200,42,1200,50400,
935,2020-12-08,300,52,1400,72800,
936,2020-10-16,200,57,1200,68400,
937,2020-12-12,300,47,1400,65800,
938,2020-08-27,300,58,1400,81200,
939,2021-01-18,200,41,1200,49200,
940,2021-01-01,300,57,1400,79800,
941,2020-09-19,200,31,1200,37200,
942,2021-03-15,300,52,1400,72800,
943,2020-10-22,300,60,1400,84000,
944,2020-09-05,300,34,1400,47600,
945,2021-04-05,200,58,1200,69600,
946,2020-12-03,200,52,1200,62400,
947,2021-01-24,300,55,1400,77000,
948,2021-01-27,300,49,1400,68600,
949,2021-01-22,200,35,1200,42000,
950,2020-12-01,300,55,1400,77000,
951,2020-12-01,300,56,1400,78400,
952,2021-02-07,200,47,1200,56400,
953,2020-07-08,300,45,1400,63000,
954,2021-04-19,200,30,1200,36000,
955,2020-07-21,300,32,1400,44800,
956,2020-09-30,300,60,1400,84000,
957,2020-10-01,300,40,1400,56000,
958,2021-03-20,300,54,1400,75600,
959,2021-01-07,200,35,1200,42000,
960,2020-10-13,200,35,1200,42000,
961,2021-02-17,300,35,1400,49000,
962,2021-02-04,300,52,1400,72800,
963,2020-09-29,200,50,1200,60000,
964,2021-01-07,200,36,1200,43200,
965,2020-08-23,200,28,1200,33600,
966,2020-10-06,300,51,1400,71400,
967,2020-09-29,200,24,1200,28800,
968,2020-10-17,300,31,1400,43400,
969,2020-10-10,200,48,1200,57600,
970,2021-01-23,300,25,1400,35000,
971,2020-09-25,300,32,1400,44800,
972,2021-03-08,300,26,1400,36400,
973,2020-08-18,300,40,1400,56000,
974,2021-01-23,200,42,1200,50400,
975,2021-01-15,300,29,1400,40600,
976,2021-03-05,200,30,1200,36000,
977,2020-10-13,300,38,1400,53200,
978,2020-11-28,300,55,1400,77000,
979,2021-04-09,200,55,1200,66000,
980,2020-10-18,200,46,1200,55200,
981,2021-04-01,200,41,1200,49200,
982,2020-11-27,300,33,1400,46200,
983,2021-01-22,300,23,1400,32200,
984,2020-07-22,200,31,1200,37200,
985,2020-11-02,300,49,1400,68600,
986,2021-02-16,300,48,1400,67200,
987,2021-02-13,300,58,1400,81200,
988,2020-07-23,300,33,1400,46200,
989,2021-01-18,200,49,1200,58800,
990,2020-10-24,300,20,1400,28000,
991,2021-04-14,300,50,1400,70000,
992,2020-08-21,300,38,1400,53200,
993,2021-03-15,200,26,1200,31200,
994,2020-08-14,200,25,1200,30000,
995,2020-09-03,200,35,1200,42000,
996,2020-07-26,300,43,1400,60200,
997,2020-10-22,200,28,1200,33600,
998,2021-02-12,200,41,1200,49200,
999,2021-02-05,300,60,1400,84000,
1000,2020-11-15,200,52,1200,62400,
1001,2020-06-27,200,60,1200,72000,
1002,2020-08-03,200,60,1200,72000,
1003,2020-10-09,300,24,1400,33600,
1004,2020-10-13,200,23,1200,27600,
1005,2021-01-23,200,31,1200,37200,
1006,2020-12-20,200,24,1200,28800,
1007,2021-04-10,300,46,1400,64400,
1008,2020-08-30,300,49,1400,68600,
1009,2021-02-28,200,60,1200,72000,
1010,2020-12-08,300,20,1400,28000,
1011,2020-09-20,300,60,1400,84000,
1012,2020-08-04,200,31,1200,37200,
1013,2020-12-27,300,40,1400,56000,
1014,2020-11-10,300,42,1400,58800,
1015,2020-09-14,200,28,1200,33600,
1016,2020-07-13,300,48,1400,67200,
1017,2020-10-10,300,42,1400,58800,
1018,2021-04-10,200,55,1200,66000,
1019,2021-03-08,300,20,1400,28000,
1020,2021-04-01,200,44,1200,52800,
1021,2020-12-07,300,53,1400,74200,
1022,2020-12-22,300,41,1400,57400,
1023,2020-11-03,300,47,1400,65800,
1024,2020-09-25,200,49,1200,58800,
1025,2021-02-22,200,40,1200,48000,
1026,2021-03-30,300,38,1400,53200,
1027,2020-11-14,300,42,1400,58800,
1028,2020-09-23,300,50,1400,70000,
1029,2020-12-04,300,34,1400,47600,
1030,2021-03-11,200,24,1200,28800,
1031,2020-12-07,200,22,1200,26400,
1032,2020-11-23,200,42,1200,50400,
1033,2020-08-01,300,31,1400,43400,
1034,2020-07-14,200,52,1200,62400,
1035,2020-08-05,200,29,1200,34800,
1036,2021-03-14,200,31,1200,37200,
1037,2020-07-03,300,53,1400,74200,
1038,2020-10-18,300,37,1400,51800,
1039,2020-09-11,200,20,1200,24000,
1040,2021-04-11,300,51,1400,71400,
1041,2021-04-06,200,49,1200,58800,
1042,2020-12-30,200,33,1200,39600,
1043,2021-01-18,300,38,1400,53200,
1044,2021-04-19,300,38,1400,53200,
1045,2020-07-06,300,45,1400,63000,
1046,2021-03-08,300,30,1400,42000,
1047,2021-01-14,200,36,1200,43200,
1048,2020-08-09,300,27,1400,37800,
1049,2021-02-23,300,52,1400,72800,
1050,2020-06-26,200,45,1200,54000,
1051,2020-07-29,300,58,1400,81200,
1052,2020-10-16,200,38,1200,45600,
1053,2020-08-26,300,35,1400,49000,
1054,2020-12-20,200,36,1200,43200,
1055,2020-07-12,200,38,1200,45600,
1056,2020-09-05,200,43,1200,51600,
1057,2020-08-26,200,42,1200,50400,
1058,2020-09-07,300,49,1400,68600,
1059,2021-04-15,200,48,1200,57600,
1060,2021-03-30,300,48,1400,67200,
1061,2020-07-10,200,58,1200,69600,
1062,2020-11-26,200,55,1200,66000,
1063,2020-07-24,200,42,1200,50400,
1064,2020-12-29,300,42,1400,58800,
1065,2020-12-12,300,47,1400,65800,
1066,2020-08-23,200,56,1200,67200,
1067,2021-04-19,300,44,1400,61600,
1068,2020-09-06,200,54,1200,64800,
1069,2020-10-10,200,39,1200,46800,
1070,2020-09-27,300,37,1400,51800,
1071,2020-11-14,200,34,1200,40800,
1072,2020-09-27,300,20,1400,28000,
1073,2021-03-04,300,28,1400,39200,
1074,2020-10-31,300,29,1400,40600,
1075,2020-11-26,300,54,1400,75600,
1076,2020-07-28,200,49,1200,58800,
1077,2020-10-18,200,36,1200,43200,
1078,2020-08-07,300,46,1400,64400,
1079,2020-10-30,300,27,1400,37800,
1080,2020-07-13,300,30,1400,42000,
1081,2020-12-29,300,46,1400,64400,
1082,2020-12-17,200,42,1200,50400,
1083,2020-07-30,200,55,1200,66000,
1084,2020-07-24,200,27,1200,32400,
1085,2020-09-20,200,52,1200,62400,
1086,2020-12-09,300,25,1400,35000,
1087,2020-10-18,200,60,1200,72000,
1088,2021-04-19,200,28,1200,33600,
1089,2020-07-11,200,34,1200,40800,
1090,2021-01-09,300,54,1400,75600,
1091,2021-01-01,300,42,1400,58800,
1092,2020-08-08,200,54,1200,64800,
1093,2020-12-22,300,35,1400,49000,
1094,2021-01-18,300,35,1400,49000,
1095,2020-09-28,200,21,1200,25200,
1096,2021-02-21,300,45,1400,63000,
1097,2020-10-05,300,27,1400,37800,
1098,2020-08-05,200,51,1200,61200,
1099,2020-11-24,200,31,1200,37200,
1100,2020-10-15,300,41,1400,57400,
1101,2020-12-24,200,41,1200,49200,
1102,2021-02-24,200,24,1200,28800,
1103,2021-02-27,200,47,1200,56400,
1104,2020-10-29,300,28,1400,39200,
1105,2020-11-01,200,37,1200,44400,
1106,2021-03-28,300,31,1400,43400,
1107,2021-02-28,300,27,1400,37800,
1108,2021-04-09,200,36,1200,43200,
1109,2020-12-20,300,34,1400,47600,
1110,2021-02-05,200,25,1200,30000,
1111,2021-02-25,300,57,1400,79800,
1112,2021-01-20,200,37,1200,44400,
1113,2020-10-11,300,36,1400,50400,
1114,2020-07-18,200,48,1200,57600,
1115,2020-12-15,300,42,1400,58800,
1116,2020-07-19,300,60,1400,84000,
1117,2020-10-08,200,55,1200,66000,
1118,2020-09-27,200,60,1200,72000,
1119,2020-12-28,300,33,1400,46200,
1120,2020-11-30,300,47,1400,65800,
1121,2020-06-26,200,49,1200,58800,
1122,2020-09-16,300,23,1400,32200,
1123,2020-12-12,200,59,1200,70800,
1124,2021-01-31,300,54,1400,75600,
1125,2021-02-19,300,55,1400,77000,
1126,2020-10-14,200,54,1200,64800,
1127,2021-04-13,200,37,1200,44400,
1128,2020-08-13,300,33,1400,46200,
1129,2020-08-26,300,39,1400,54600,
1130,2020-11-06,200,32,1200,38400,
1131,2021-03-26,200,32,1200,38400,
1132,2020-10-09,300,47,1400,65800,
1133,2020-07-06,200,21,1200,25200,
1134,2021-03-26,200,42,1200,50400,
1135,2020-12-03,200,45,1200,54000,
1136,2020-11-23,200,44,1200,52800,
1137,2020-06-25,200,24,1200,28800,
1138,2020-08-27,200,38,1200,45600,
1139,2020-08-13,300,33,1400,46200,
1140,2020-11-29,300,38,1400,53200,
1141,2021-04-09,300,45,1400,63000,
1142,2021-02-15,200,52,1200,62400,
1143,2021-01-28,300,51,1400,71400,
1144,2020-12-03,200,59,1200,70800,
1145,2021-03-28,200,31,1200,37200,
1146,2021-02-15,200,59,1200,70800,
1147,2020-09-07,200,23,1200,27600,
1148,2020-06-25,300,26,1400,36400,
1149,2021-03-17,200,45,1200,54000,
1150,2020-08-24,300,32,1400,44800,
1151,2020-10-16,200,23,1200,27600,
1152,2021-01-14,200,24,1200,28800,
1153,2020-07-11,200,23,1200,27600,
1154,2020-12-14,200,39,1200,46800,
1155,2020-07-18,200,20,1200,24000,
1156,2020-09-10,300,47,1400,65800,
1157,2020-09-15,200,37,1200,44400,
1158,2020-08-09,200,40,1200,48000,
1159,2020-11-24,200,27,1200,32400,
1160,2021-04-19,300,30,1400,42000,
1161,2021-02-18,300,56,1400,78400,
1162,2020-08-13,200,47,1200,56400,
1163,2021-03-16,200,21,1200,25200,
1164,2020-07-01,300,56,1400,78400,
1165,2021-03-08,200,20,1200,24000,
1166,2021-01-28,300,60,1400,84000,
1167,2021-04-08,200,47,1200,56400,
1168,2021-04-11,300,34,1400,47600,
1169,2021-02-20,300,21,1400,29400,
1170,2020-08-18,200,29,1200,34800,
1171,2020-10-22,200,60,1200,72000,
1172,2021-04-01,300,37,1400,51800,
1173,2021-02-01,300,57,1400,79800,
1174,2020-10-27,300,43,1400,60200,
1175,2020-07-24,200,48,1200,57600,
1176,2020-11-03,300,51,1400,71400,
1177,2020-12-17,300,37,1400,51800,
1178,2021-02-11,300,48,1400,67200,
1179,2020-08-25,200,43,1200,51600,
1180,2020-11-04,200,47,1200,56400,
1181,2020-07-01,200,54,1200,64800,
1182,2021-03-31,300,24,1400,33600,
1183,2020-08-19,300,59,1400,82600,
1184,2020-12-24,300,20,1400,28000,
1185,2020-08-19,200,53,1200,63600,
1186,2021-03-30,200,36,1200,43200,
1187,2021-04-06,200,35,1200,42000,
1188,2021-01-13,200,54,1200,64800,
1189,2020-12-02,200,22,1200,26400,
1190,2020-07-13,200,47,1200,56400,
1191,2020-07-21,200,59,1200,70800,
1192,2021-02-11,300,41,1400,57400,
1193,2020-09-29,300,24,1400,33600,
1194,2020-09-20,300,37,1400,51800,
1195,2021-03-22,200,23,1200,27600,
1196,2020-10-31,300,24,1400,33600,
1197,2020-10-07,300,54,1400,75600,
1198,2020-12-04,200,32,1200,38400,
1199,2021-04-12,200,20,1200,24000,
1200,2020-12-07,300,39,1400,54600,
1201,2020-09-29,300,51,1400,71400,
1202,2021-02-03,300,38,1400,53200,
1203,2020-07-17,200,48,1200,57600,
1204,2021-03-05,200,56,1200,67200,
1205,2021-01-16,200,58,1200,69600,
1206,2021-02-24,300,40,1400,56000,
1207,2021-01-22,300,42,1400,58800,
1208,2021-02-26,300,59,1400,82600,
1209,2021-02-23,300,33,1400,46200,
1210,2020-11-15,300,46,1400,64400,
1211,2021-04-06,300,33,1400,46200,
1212,2020-12-02,300,30,1400,42000,
1213,2020-10-14,300,32,1400,44800,
1214,2020-11-17,300,25,1400,35000,
1215,2020-09-20,200,50,1200,60000,
1216,2021-01-21,200,54,1200,64800,
1217,2021-04-09,300,26,1400,36400,
1218,2020-07-27,300,23,1400,32200,
1219,2020-08-26,200,42,1200,50400,
1220,2020-12-28,200,50,1200,60000,
1221,2020-08-15,300,58,1400,81200,
1222,2020-07-01,300,29,1400,40600,
1223,2020-08-12,200,43,1200,51600,
1224,2021-01-06,300,25,1400,35000,
1225,2020-10-13,200,25,1200,30000,
1226,2020-10-14,200,48,1200,57600,
1227,2020-11-29,300,54,1400,75600,
1228,2020-08-27,300,57,1400,79800,
1229,2020-08-11,300,44,1400,61600,
1230,2020-10-22,200,54,1200,64800,
1231,2020-11-13,300,31,1400,43400,
1232,2021-03-06,300,45,1400,63000,
1233,2021-04-07,300,23,1400,32200,
1234,2021-03-15,300,36,1400,50400,
1235,2020-11-23,200,48,1200,57600,
1236,2020-12-07,300,47,1400,65800,
1237,2021-04-14,200,51,1200,61200,
1238,2020-10-30,300,50,1400,70000,
1239,2021-02-02,200,35,1200,42000,
1240,2021-01-23,300,49,1400,68600,
1241,2020-09-13,200,33,1200,39600,
1242,2020-07-20,300,53,1400,74200,
1243,2020-06-29,200,50,1200,60000,
1244,2021-02-12,200,46,1200,55200,
1245,2020-12-31,200,48,1200,57600,
1246,2020-12-07,200,52,1200,62400,
1247,2020-08-23,300,20,1400,28000,
1248,2021-02-28,200,33,1200,39600,
1249,2021-03-22,300,20,1400,28000,
1250,2021-02-23,300,57,1400,79800,
1251,2020-07-10,300,24,1400,33600,
1252,2020-11-30,300,20,1400,28000,
1253,2020-10-09,300,50,1400,70000,
1254,2021-02-06,200,26,1200,31200,
1255,2020-09-21,200,47,1200,56400,
1256,2021-03-12,300,48,1400,67200,
1257,2021-02-07,300,24,1400,33600,
1258,2020-09-11,200,44,1200,52800,
1259,2020-10-08,300,42,1400,58800,
1260,2020-07-25,200,48,1200,57600,
1261,2020-08-17,300,28,1400,39200,
1262,2020-07-22,300,52,1400,72800,
1263,2021-01-16,200,59,1200,70800,
1264,2020-08-22,200,46,1200,55200,
1265,2020-08-05,300,40,1400,56000,
1266,2021-01-10,200,48,1200,57600,
1267,2020-08-09,300,34,1400,47600,
1268,2020-12-29,300,26,1400,36400,
1269,2021-01-02,200,37,1200,44400,
1270,2020-08-13,200,26,1200,31200,
1271,2020-08-14,200,36,1200,43200,
1272,2020-10-22,300,33,1400,46200,
1273,2020-10-16,200,33,1200,39600,
1274,2020-07-23,200,37,1200,44400,
1275,2021-03-18,200,22,1200,26400,
1276,2020-09-12,300,26,1400,36400,
1277,2020-12-31,200,46,1200,55200,
1278,2021-04-17,200,48,1200,57600,
1279,2021-04-07,200,21,1200,25200,
1280,2021-01-24,200,56,1200,67200,
1281,2021-02-21,200,59,1200,70800,
1282,2021-03-11,300,55,1400,77000,
1283,2020-07-27,300,38,1400,53200,
1284,2020-07-05,300,35,1400,49000,
1285,2020-10-26,300,57,1400,79800,
1286,2020-07-10,300,32,1400,44800,
1287,2021-01-26,300,53,1400,74200,
1288,2021-04-02,300,53,1400,74200,
1289,2021-03-22,300,60,1400,84000,
1290,2020-12-13,200,37,1200,44400,
1291,2020-11-09,200,35,1200,42000,
1292,2021-01-20,300,22,1400,30800,
1293,2021-02-23,200,45,1200,54000,
1294,2020-11-18,200,32,1200,38400,
1295,2021-03-12,200,42,1200,50400,
1296,2020-08-25,200,35,1200,42000,
1297,2020-10-08,300,59,1400,82600,
1298,2021-03-08,200,52,1200,62400,
1299,2021-02-07,200,24,1200,28800,
1300,2020-11-21,200,46,1200,55200,
1301,2020-12-09,200,40,1200,48000,
1302,2021-03-06,300,52,1400,72800,
1303,2020-08-25,200,51,1200,61200,
1304,2020-10-24,300,46,1400,64400,
1305,2020-12-23,200,28,1200,33600,
1306,2020-09-16,300,30,1400,42000,
1307,2021-03-18,200,30,1200,36000,
1308,2021-02-08,300,34,1400,47600,
1309,2020-09-12,300,20,1400,28000,
1310,2021-04-13,300,33,1400,46200,
1311,2020-07-01,300,23,1400,32200,
1312,2021-01-19,300,26,1400,36400,
1313,2020-07-20,200,37,1200,44400,
1314,2020-09-21,300,25,1400,35000,
1315,2020-09-26,300,42,1400,58800,
1316,2021-04-18,300,37,1400,51800,
1317,2020-10-22,200,53,1200,63600,
1318,2021-03-29,200,36,1200,43200,
1319,2020-12-09,200,20,1200,24000,
1320,2021-04-06,300,44,1400,61600,
1321,2021-01-11,200,43,1200,51600,
1322,2020-11-24,200,26,1200,31200,
1323,2020-11-27,200,54,1200,64800,
1324,2020-09-23,200,59,1200,70800,
1325,2020-08-02,200,50,1200,60000,
1326,2020-10-29,300,59,1400,82600,
1327,2020-12-26,200,51,1200,61200,
1328,2020-12-25,300,20,1400,28000,
1329,2020-11-10,200,30,1200,36000,
1330,2021-01-09,300,54,1400,75600,
1331,2020-10-25,300,44,1400,61600,
1332,2021-04-11,200,33,1200,39600,
1333,2020-08-22,300,42,1400,58800,
1334,2020-06-30,300,49,1400,68600,
1335,2021-01-29,200,58,1200,69600,
1336,2020-09-16,200,20,1200,24000,
1337,2020-09-21,200,59,1200,70800,
1338,2020-10-14,200,46,1200,55200,
1339,2020-07-02,300,35,1400,49000,
1340,2020-10-13,200,25,1200,30000,
1341,2020-10-12,300,26,1400,36400,
1342,2020-12-24,300,25,1400,35000,
1343,2021-04-04,300,50,1400,70000,
1344,2020-08-30,200,36,1200,43200,
1345,2021-02-11,300,30,1400,42000,
1346,2020-07-30,200,26,1200,31200,
1347,2021-03-03,200,26,1200,31200,
1348,2020-10-25,300,29,1400,40600,
1349,2021-01-28,200,53,1200,63600,
1350,2020-09-29,300,52,1400,72800,
1351,2021-04-06,300,52,1400,72800,
1352,2020-09-02,200,56,1200,67200,
1353,2020-11-19,300,40,1400,56000,
1354,2020-08-06,300,45,1400,63000,
1355,2020-07-26,300,55,1400,77000,
1356,2021-04-05,300,22,1400,30800,
1357,2021-01-15,300,47,1400,65800,
1358,2020-12-10,200,44,1200,52800,
1359,2020-06-25,300,30,1400,42000,
1360,2021-02-18,300,47,1400,65800,
1361,2021-01-24,200,56,1200,67200,
1362,2020-09-03,200,39,1200,46800,
1363,2020-12-22,200,57,1200,68400,
1364,2020-11-07,300,24,1400,33600,
1365,2021-04-09,300,58,1400,81200,
1366,2020-08-29,300,24,1400,33600,
1367,2021-02-19,300,43,1400,60200,
1368,2020-09-16,200,31,1200,37200,
1369,2020-09-08,200,47,1200,56400,
1370,2021-04-12,300,21,1400,29400,
1371,2021-02-11,200,51,1200,61200,
1372,2021-03-31,200,49,1200,58800,
1373,2020-11-10,300,46,1400,64400,
1374,2020-11-06,300,50,1400,70000,
1375,2020-06-27,300,30,1400,42000,
1376,2021-02-07,300,45,1400,63000,
1377,2021-03-22,300,39,1400,54600,
1378,2020-07-12,200,55,1200,66000,
1379,2020-10-15,300,58,1400,81200,
1380,2021-03-10,300,59,1400,82600,
1381,2020-12-16,300,23,1400,32200,
1382,2020-10-06,200,20,1200,24000,
1383,2020-12-08,300,32,1400,44800,
1384,2021-02-06,300,40,1400,56000,
1385,2020-10-20,200,26,1200,31200,
1386,2021-01-02,300,38,1400,53200,
1387,2020-12-06,300,20,1400,28000,
1388,2020-08-01,200,49,1200,58800,
1389,2021-03-20,200,36,1200,43200,
1390,2020-12-20,200,34,1200,40800,
1391,2020-07-13,200,32,1200,38400,
1392,2020-09-17,200,60,1200,72000,
1393,2021-01-31,300,33,1400,46200,
1394,2020-10-09,200,34,1200,40800,
1395,2020-09-06,300,23,1400,32200,
1396,2020-12-24,200,50,1200,60000,
1397,2021-03-05,200,51,1200,61200,
1398,2021-02-19,200,41,1200,49200,
1399,2020-09-13,300,28,1400,39200,
1400,2021-03-05,300,20,1400,28000,
1401,2020-08-22,200,38,1200,45600,
1402,2021-03-31,300,28,1400,39200,
1403,2020-12-26,300,33,1400,46200,
1404,2021-01-29,200,21,1200,25200,
1405,2020-09-21,300,42,1400,58800,
1406,2020-10-01,200,21,1200,25200,
1407,2021-01-28,200,53,1200,63600,
1408,2021-02-23,300,21,1400,29400,
1409,2020-07-02,200,30,1200,36000,
1410,2020-11-28,300,56,1400,78400,
1411,2021-01-03,300,26,1400,36400,
1412,2021-02-06,200,28,1200,33600,
1413,2020-09-24,200,40,1200,48000,
1414,2021-02-28,200,55,1200,66000,
1415,2021-04-05,300,38,1400,53200,
1416,2020-07-12,300,35,1400,49000,
1417,2020-11-11,300,40,1400,56000,
1418,2020-08-16,300,50,1400,70000,
1419,2021-04-09,300,46,1400,64400,
1420,2021-03-01,300,42,1400,58800,
1421,2020-08-31,300,43,1400,60200,
1422,2020-11-11,300,34,1400,47600,
1423,2020-10-14,300,21,1400,29400,
1424,2021-04-06,300,34,1400,47600,
1425,2020-06-25,300,24,1400,33600,
1426,2020-10-29,200,26,1200,31200,
1427,2021-03-17,300,41,1400,57400,
1428,2020-08-25,200,59,1200,70800,
1429,2020-08-26,300,39,1400,54600,
1430,2020-08-31,200,27,1200,32400,
1431,2021-02-17,300,27,1400,37800,
1432,2020-11-17,200,60,1200,72000,
1433,2020-11-28,200,32,1200,38400,
1434,2021-01-10,200,38,1200,45600,
1435,2021-02-26,300,40,1400,56000,
1436,2020-11-26,200,41,1200,49200,
1437,2020-09-26,300,34,1400,47600,
1438,2020-10-10,300,58,1400,81200,
1439,2021-02-10,300,23,1400,32200,
1440,2021-03-08,300,34,1400,47600,
1441,2020-12-10,300,25,1400,35000,
1442,2021-01-06,300,53,1400,74200,
1443,2020-09-25,300,46,1400,64400,
1444,2021-01-25,200,54,1200,64800,
1445,2020-10-06,300,26,1400,36400,
1446,2021-01-25,200,43,1200,51600,
1447,2020-10-14,200,31,1200,37200,
1448,2020-07-22,300,28,1400,39200,
1449,2020-12-03,200,31,1200,37200,
1450,2020-10-21,200,31,1200,37200,
1451,2021-01-24,300,53,1400,74200,
1452,2020-12-31,200,23,1200,27600,
1453,2020-08-17,200,26,1200,31200,
1454,2020-07-18,200,58,1200,69600,
1455,2021-03-02,200,39,1200,46800,
1456,2021-02-24,300,33,1400,46200,
1457,2021-02-07,300,39,1400,54600,
1458,2021-04-08,300,26,1400,36400,
1459,2021-01-22,300,29,1400,40600,
1460,2020-08-17,200,38,1200,45600,
1461,2020-10-29,300,35,1400,49000,
1462,2021-01-14,300,24,1400,33600,
1463,2021-02-20,200,23,1200,27600,
1464,2020-09-06,300,37,1400,51800,
1465,2021-01-01,300,22,1400,30800,
1466,2021-01-18,300,50,1400,70000,
1467,2020-10-28,300,49,1400,68600,
1468,2021-01-18,200,26,1200,31200,
1469,2020-09-01,300,35,1400,49000,
1470,2021-04-18,300,59,1400,82600,
1471,2020-09-12,200,60,1200,72000,
1472,2020-07-24,300,55,1400,77000,
1473,2020-08-22,200,20,1200,24000,
1474,2020-07-14,300,29,1400,40600,
1475,2020-09-27,200,49,1200,58800,
1476,2020-09-26,300,34,1400,47600,
1477,2020-12-18,200,53,1200,63600,
1478,2020-12-24,300,22,1400,30800,
1479,2020-07-15,300,42,1400,58800,
