id,date,amount,info,id_expense_category,id_crop
1698,4/13/2021,19700,,1114,100028
1699,4/13/2021,68100,,1115,100028
1700,4/13/2021,55000,,1114,100028
1701,4/13/2021,109100,,1112,100028
1702,4/13/2021,9000,,1114,100028
1703,4/13/2021,45300,,1114,100028
1704,4/13/2021,105900,,1112,100028
1705,4/13/2021,93600,,1113,100028
1706,4/13/2021,18400,,1114,100028
1707,4/13/2021,48700,,1114,100028
1708,4/13/2021,37200,,1114,100028
1709,4/13/2021,42300,,1114,100028
1710,4/13/2021,51100,,1114,100028
1711,4/13/2021,16000,,1114,100028
1712,4/13/2021,48200,,1114,100028
1713,4/13/2021,32200,,1114,100028
1714,4/13/2021,94800,,1113,100028
1715,4/19/2021,50100,,1114,100029
1716,4/19/2021,97700,,1113,100029
1717,4/19/2021,43000,,1114,100029
1718,4/19/2021,105900,,1112,100029
1719,4/19/2021,102700,,1112,100029
1720,4/19/2021,28800,,1114,100029
1721,4/19/2021,81500,,1115,100029
1722,4/19/2021,75700,,1115,100029
1723,4/19/2021,23700,,1114,100029
1724,4/19/2021,62900,,1115,100029
1725,4/19/2021,71500,,1115,100029
1726,4/19/2021,94600,,1113,100029
1727,4/19/2021,77900,,1115,100029
1728,4/19/2021,110500,,1112,100029
1729,4/19/2021,40200,,1114,100029
1730,4/19/2021,21800,,1114,100029
1731,4/19/2021,66200,,1115,100029
